review_rank,growth_rank,cluster_id,grow_cell_count,estimated_population_2025,max_opportunity_score,mean_opportunity_score,centroid_latitude,centroid_longitude,market_anchor_name,market_anchor_address,best_h3_cell,h3_cell,recommendation_explanation,population_data_scope,competitor_data_scope,catchment_data_scope,recommendation,cluster_priority_score,priority_tier,decision_limitations,candidate_latitude,candidate_longitude,estimated_population_2025_cell,coverage_gap_pct,nearest_branch_name,nearest_branch_distance_km,observed_competitors_within_3km,observed_direct_competitors_within_3km,opportunity_score,confidence_score,confidence_level,cell_recommendation,cell_market_anchor_name,cell_market_anchor_address,candidate_label,sanity_flags,sanity_status,sanity_penalty,sanity_adjusted_score,candidate_type,required_next_checks
158,158,GROW-134,1,826.9,70.62,70.62,24.97076,55.618888,,,8743ac59affffff,8743ac59affffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.62,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.970759766298364,55.6188882089314,826.9,100.0,Nad Al Sheba,32.723,0,0,70.62,70,MEDIUM,GROW,,,"Search area near 24.9708, 55.6189",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.62,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
159,159,GROW-045,1,826.73,70.6,70.6,24.539915,55.286811,,,8743a168dffffff,8743a168dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.6,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.53991507637197,55.28681052185626,826.73,100.0,Al Ain,51.395,0,0,70.6,70,MEDIUM,GROW,,,"Search area near 24.5399, 55.2868",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.6,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
160,161,GROW-090,1,814.59,70.45,70.45,24.238227,55.341502,,,8743a3ac8ffffff,8743a3ac8ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.45,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.238226845291003,55.34150198358376,814.59,100.0,Al Ain,32.318,0,0,70.45,70,MEDIUM,GROW,,,"Search area near 24.2382, 55.3415",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.45,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
161,162,GROW-026,1,805.98,70.4,70.4,24.82958,54.886464,,,8743a10acffffff,8743a10acffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.4,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.829579713659182,54.88646401700958,805.98,100.0,Jumeirah Park,36.57,0,0,70.4,70,MEDIUM,GROW,,,"Search area near 24.8296, 54.8865",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.4,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
162,163,GROW-167,1,802.71,70.36,70.36,24.177928,51.998629,,,87534d1a8ffffff,87534d1a8ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.36,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.17792837773252,51.998628792661975,802.71,100.0,Al Dhafra Branch,184.799,0,0,70.36,70,MEDIUM,GROW,,,"Search area near 24.1779, 51.9986",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.36,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
163,164,GROW-136,1,795.31,70.31,70.31,25.224353,56.21466,,,8743ac656ffffff,8743ac656ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.31,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.224353330756983,56.2146601066972,795.31,100.0,Al Taif Mall,16.064,0,0,70.31,70,MEDIUM,GROW,,,"Search area near 25.2244, 56.2147",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.31,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
164,165,GROW-028,1,785.34,70.26,70.26,24.823984,54.805837,,,8743a118affffff,8743a118affffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.26,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.82398355113697,54.80583664446366,785.34,100.0,Shahama,35.959,0,0,70.26,70,MEDIUM,GROW,,,"Search area near 24.8240, 54.8058",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.26,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
165,166,GROW-137,1,782.46,70.23,70.23,25.270227,56.289834,,,8743ac65dffffff,8743ac65dffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.23,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",25.27022724375619,56.28983409351834,782.46,100.0,Al Taif Mall,17.054,0,0,70.23,70,MEDIUM,GROW,,,"Search area near 25.2702, 56.2898",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.23,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
166,167,GROW-054,1,781.85,70.23,70.23,22.971153,54.239695,,,8743a24c4ffffff,8743a24c4ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.23,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",22.97115286646705,54.23969505550825,781.85,100.0,Al Dhafra Branch,90.645,0,0,70.23,70,MEDIUM,GROW,,,"Search area near 22.9712, 54.2397",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.23,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
167,168,GROW-075,1,780.8,70.21,70.21,23.920251,55.43925,,,8743a32a0ffffff,8743a32a0ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.21,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",23.92025095496154,55.43925009330529,780.8,100.0,Al Ain,40.782,0,0,70.21,70,MEDIUM,GROW,,,"Search area near 23.9203, 55.4393",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.21,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
168,169,GROW-027,1,772.69,70.15,70.15,24.841355,54.761719,,,8743a1181ffffff,8743a1181ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.15,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.84135527968008,54.76171863182363,772.69,100.0,Shahama,36.396,0,0,70.15,70,MEDIUM,GROW,,,"Search area near 24.8414, 54.7617",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.15,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
169,170,GROW-091,1,759.38,70.05,70.05,24.417317,55.126092,,,8743a3b43ffffff,8743a3b43ffffff,"Strongest signals: coverage gap and population; main constraint: market activity. Internal income, rent, footfall and customer-origin data are unavailable.",WorldPop Global2 R2025A v1; UAE constrained population count; 2025; approximately 100m; people per pixel,Observed Google Places competitors from the defined adaptive search; not an exhaustive UAE business census,Modelled 10-minute destination drive-time catchments using OpenRouteService and OpenStreetMap roads; not live traffic or observed customer origins,GROW,70.05,EMERGING,"Population and accessibility opportunity signal only. Validate income, rent, footfall, suitable real estate and full competitor inventory before investment.",24.41731697744293,55.12609221704986,759.38,100.0,Al Falah,39.222,0,0,70.05,70,MEDIUM,GROW,,,"Search area near 24.4173, 55.1261",LOW_CELL_POPULATION;NO_LOCAL_COMPETITOR_OBSERVATIONS;NO_NAMED_MARKET_ANCHOR,EXCLUDE_FROM_SHORTLIST,16,54.05,H3 SEARCH AREA — NOT A FINAL STORE SITE,"Verify suitable retail unit, rent, footfall, income/spend, female target demand, full competitor inventory, live travel times and cannibalization before investment."
